A,C,n,F0.5,F1.125,F1.75,F2.375,F3.0,F0.5_Error,F1.125_Error,F1.75_Error,F2.375_Error,F3.0_Error
2.400263516572444,2.5038569836455915,0.20721197385507156,3.9798975331881423,5.116315166008515,6.497200317909313,7.966655717315485,9.407838250747343,0.01,0.01,0.01,0.01,0.01
-1.4061118007435827,-1.326696154130824,2.922701256987599,-11.372949814796181,-2.4950295590305043,-2.5783052741775796,-3.2485198801575645,-4.0055580870069845,0.01,0.01,0.01,0.01,0.01
-2.859808411728388,-0.2575719384141264,0.9421529372633466,-5.57459800465875,-2.8822750860046273,-2.182514941304472,-1.8673803495756376,-1.7682357449123847,0.01,0.01,0.01,0.01,0.01
-1.5625037830207424,1.1313511025249614,0.20923671203796212,-1.2462677608921489,-0.24551425279677963,0.5938062876356616,1.3433734554327152,2.104875093325219,0.01,0.01,0.01,0.01,0.01
2.2814371121379695,-2.9542300178478924,1.2744828469665672,4.089222382164781,-1.319817399652585,-4.012781617298465,-6.248951797395749,-8.307677461816972,0.01,0.01,0.01,0.01,0.01
2.985931296724525,-0.2706480600199521,1.512876204989477,8.337562205226174,2.194795851820815,0.7863286828576773,0.20445676950735714,-0.25491551986495187,0.01,0.01,0.01,0.01,0.01
2.4659854118053524,-0.08045060811118354,0.4259249528449619,3.29348486733847,2.2156407167801793,1.7621211780997312,1.5240824973892653,1.2678575707212423,0.01,0.01,0.01,0.01,0.01
-2.717874637166104,-1.4922795973330583,1.329056558368268,-7.560972102395204,-4.003627246563837,-3.8903142990010866,-4.404446203663729,-5.08982302485521,0.01,0.01,0.01,0.01,0.01
-0.9781292505844847,1.726198047983397,0.13876563204014306,-0.16817044137847478,1.0150272393083544,2.0845554791111853,3.223403413565288,4.358404351775281,0.01,0.01,0.01,0.01,0.01
1.2070355038781004,0.42902871871601667,2.432880737487766,6.780845643357244,1.393953901834915,1.067135605634962,1.193728309086434,1.3682456205847533,0.01,0.01,0.01,0.01,0.01
2.616515707375152,-1.4210752179312776,0.12178291029017652,2.132759640945676,1.0016689221507358,-0.08263384945925535,-1.0374444771226103,-1.9276952186047085,0.01,0.01,0.01,0.01,0.01
-1.6251174289189536,2.2103236549213463,2.4452519022673447,-7.75111991759171,1.2870776569431506,3.4195833378763107,5.027598067640104,6.561894739466007,0.01,0.01,0.01,0.01,0.01
0.04957726620135716,0.40868344060688555,1.2102624480058348,0.29397170856039034,0.49180977539215487,0.7744280245733834,0.9692702814874996,1.2584323900890793,0.01,0.01,0.01,0.01,0.01
2.4343027810826614,2.3823428174058225,1.3772540509740183,7.526387750315639,4.755295809390784,5.285383606178104,6.373029115518428,7.6839063811929815,0.01,0.01,0.01,0.01,0.01
2.334185891792843,-2.879824356639233,0.879646841194028,2.8335365431039534,-1.173752906272852,-3.588568702129213,-5.798772697537558,-7.717759690131264,0.01,0.01,0.01,0.01,0.01
0.7876020907528698,1.4374633306561044,1.3728528475106854,2.784785852891829,2.267301981000914,2.904867626557949,3.6336383451343854,4.516774441181473,0.01,0.01,0.01,0.01,0.01
-0.3298140664864748,-1.8835185305684348,1.9760247665731376,-2.2641605341247186,-2.384606925626036,-3.445030368318622,-4.538327496338963,-5.717781679858069,0.01,0.01,0.01,0.01,0.01
1.3898180860749987,1.6681867565320054,0.4930053159229917,2.75374070482773,3.159545393479443,4.001858237439415,4.834666217856318,5.853792540344906,0.01,0.01,0.01,0.01,0.01
2.3463618507843265,-1.8211274397543933,0.2074536551668656,1.785326879845727,0.28287390187993755,-1.1158625499289614,-2.4017533928044443,-3.607483304578408,0.01,0.01,0.01,0.01,0.01
-1.0074878614142178,1.3287618717782497,0.7789498374909741,-1.0900244507822872,0.5342881136638484,1.6285449421435882,2.6206500806318975,3.5704521516324674,0.01,0.01,0.01,0.01,0.01
0.49408252664769226,0.32373629235344215,2.9288253459480322,3.9351852541459076,0.7573766885064501,0.6981315645271917,0.761090939524751,0.9465091991828636,0.01,0.01,0.01,0.01,0.01
-2.655812995680333,-1.9792657513928749,1.7933626395559827,-10.205862833356514,-4.402038954656315,-4.389894003902011,-5.236172722018466,-6.268384587675006,0.01,0.01,0.01,0.01,0.01
2.617604503209769,-0.24386153078906103,1.8190486102818644,9.07084951651513,1.8012661457435126,0.5234449418450867,0.009776994652044443,-0.3983001064429757,0.01,0.01,0.01,0.01,0.01
-0.48317795243942196,2.3473594766307793,1.6129136944696145,-0.3517052707225842,2.25971267677289,3.8729377648493317,5.476499794169807,6.9870437016791085,0.01,0.01,0.01,0.01,0.01
1.1452397433428327,2.0383463038036176,2.5823036078152657,7.841087944543785,3.1831176571480277,3.8644135021951738,4.928869314629128,6.1921717781851395,0.01,0.01,0.01,0.01,0.01
-2.122310818073865,0.9867727643807513,2.489216649276695,-11.406455339139832,-0.4788754324543887,1.1786806303005501,2.14626992112762,2.86967902265195,0.01,0.01,0.01,0.01,0.01
